"questionId","contentUnitId","secondaryDomainSignals","catalog","sceneId","sceneVersion","sceneContentHash","questionContentHash","openingGeometryHash","ageBand","domainId","domainName","conceptId","conceptName","domainConceptMappingMethod","learningObjective","objectiveSource","format","cognitiveDemand","reflectionType","contextZone","sourceSupport","reviewStatus","navigationExposure","changedCueGenuine","changedCueManuallyVerified","evidenceStrength","evidenceRationale"
"exp26-u13-006-q9","","","experimental-bank","exp26-u13-006","3","b0c8763414ce721c","60509a4b81727cd55a9e2e9a09525ea35ae8e1d64998cc337f4dcb033b17d27e","a66b23fd361798fa","U13","transition-compete","Transition & Compete","breakout-and-regroup","Breakout And Regroup","explicit-scene-binding","Provide a deeper middle option during a neutral-zone reset.","authored-objective-field","position","apply-spatial","n/a","neutral-zone","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to provide a deeper middle option during a neutral-zone reset; this directly practices Breakout And Regroup and Off Puck Support Offence."
"exp26-u13-006-q10","","","experimental-bank","exp26-u13-006","3","b0c8763414ce721c","e4c7d3e798892dcb05d4d5f06a87ddf03f83fcfd3c5474499001a5ff3083fd97","a66b23fd361798fa","U13","transition-compete","Transition & Compete","breakout-and-regroup","Breakout And Regroup","explicit-scene-binding","Provide a deeper middle option during a neutral-zone reset.","authored-objective-field","explain","analyze","optional-reflection","neutral-zone","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to provide a deeper middle option during a neutral-zone reset; this directly practices Breakout And Regroup and Off Puck Support Offence."
"exp26-u13-007-q1","","","experimental-bank","exp26-u13-007","2","1b0cb5bde0fb5648","0a063c013e60122eaca51929844abcbe54e16e380473999f2b9afdcfac5f6801","c3e4e5e960827718","U13","transition-compete","Transition & Compete","breakout-and-regroup","Breakout And Regroup","explicit-scene-binding","Maintain a return option after a lateral pass.","authored-objective-field","choice","recall","n/a","neutral-zone","[{""title"":""Developing Skilled Defencemen — Overview"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/developing-defence-overview-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to maintain a return option after a lateral pass; this directly practices Breakout And Regroup and Passing."
"exp26-u13-007-q2","","","experimental-bank","exp26-u13-007","2","1b0cb5bde0fb5648","d3a87aeafe008d0a9b39d40b846292e443d62bc9615ef4210c95c971d136a590","c3e4e5e960827718","U13","transition-compete","Transition & Compete","breakout-and-regroup","Breakout And Regroup","explicit-scene-binding","Maintain a return option after a lateral pass.","authored-objective-field","multi","apply","n/a","neutral-zone","[{""title"":""Developing Skilled Defencemen — Overview"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/developing-defence-overview-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to maintain a return option after a lateral pass; this directly practices Breakout And Regroup and Passing."
"exp26-u13-007-q3","","","experimental-bank","exp26-u13-007","2","1b0cb5bde0fb5648","e475bdc6d13a614667ad8657a7390123934ae89694445f67ea4f98e1ea2339fa","c3e4e5e960827718","U13","transition-compete","Transition & Compete","breakout-and-regroup","Breakout And Regroup","explicit-scene-binding","Maintain a return option after a lateral pass.","authored-objective-field","sequence","apply-sequence","n/a","neutral-zone","[{""title"":""Developing Skilled Defencemen — Overview"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/developing-defence-overview-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to maintain a return option after a lateral pass; this directly practices Breakout And Regroup and Passing."
"exp26-u13-007-q4","","","experimental-bank","exp26-u13-007","2","1b0cb5bde0fb5648","af5f0538031713474a85ea6bae79ec319d3fc7542722be64b86b481a99c2aa61","c3e4e5e960827718","U13","transition-compete","Transition & Compete","breakout-and-regroup","Breakout And Regroup","explicit-scene-binding","Maintain a return option after a lateral pass.","authored-objective-field","position","apply-spatial","n/a","neutral-zone","[{""title"":""Developing Skilled Defencemen — Overview"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/developing-defence-overview-e.pdf""}]","revised-and-rechecked","reachable-in-live-app","false","false","high","Scene binding: The learner job is to maintain a return option after a lateral pass; this directly practices Breakout And Regroup and Passing."
"exp26-u13-007-q5","","","experimental-bank","exp26-u13-007","2","1b0cb5bde0fb5648","ddeaba3d06b636e71b40a54a636097b8cd10ba2deda066d9465fbce286c72be7","c3e4e5e960827718","U13","transition-compete","Transition & Compete","breakout-and-regroup","Breakout And Regroup","explicit-scene-binding","Maintain a return option after a lateral pass.","authored-objective-field","choice","apply","n/a","neutral-zone","[{""title"":""Developing Skilled Defencemen — Overview"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/developing-defence-overview-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to maintain a return option after a lateral pass; this directly practices Breakout And Regroup and Passing."
"exp26-u13-007-q6","","","experimental-bank","exp26-u13-007","2","1b0cb5bde0fb5648","a81a5cb801d0ba1af95dc6863db8d7927fb2884408c427bfa4ae5772fa76b81b","c3e4e5e960827718","U13","transition-compete","Transition & Compete","breakout-and-regroup","Breakout And Regroup","explicit-scene-binding","Maintain a return option after a lateral pass.","authored-objective-field","explain","analyze","required","neutral-zone","[{""title"":""Developing Skilled Defencemen — Overview"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/developing-defence-overview-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to maintain a return option after a lateral pass; this directly practices Breakout And Regroup and Passing."
"exp26-u13-007-q7","","","experimental-bank","exp26-u13-007","2","1b0cb5bde0fb5648","b91b3db440cd5c1191e529e7ce4b0cfb7021017730fa9b4d67dfe17d220e88fb","c3e4e5e960827718","U13","transition-compete","Transition & Compete","breakout-and-regroup","Breakout And Regroup","explicit-scene-binding","Maintain a return option after a lateral pass.","authored-objective-field","choice","apply","n/a","neutral-zone","[{""title"":""Developing Skilled Defencemen — Overview"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/developing-defence-overview-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to maintain a return option after a lateral pass; this directly practices Breakout And Regroup and Passing."
"exp26-u13-007-q8","","","experimental-bank","exp26-u13-007","2","1b0cb5bde0fb5648","940f2056bdd43dc61eee6efc2bd56f160164eda5c8be4290a9edfb9277fd59a4","c3e4e5e960827718","U13","transition-compete","Transition & Compete","breakout-and-regroup","Breakout And Regroup","explicit-scene-binding","Maintain a return option after a lateral pass.","authored-objective-field","multi","apply","n/a","neutral-zone","[{""title"":""Developing Skilled Defencemen — Overview"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/developing-defence-overview-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to maintain a return option after a lateral pass; this directly practices Breakout And Regroup and Passing."
"exp26-u13-007-q9","","","experimental-bank","exp26-u13-007","2","1b0cb5bde0fb5648","9766ff6cea9e702811082ea70905618c2baef7a78f745a7ad327a2059c568ee4","c3e4e5e960827718","U13","transition-compete","Transition & Compete","breakout-and-regroup","Breakout And Regroup","explicit-scene-binding","Maintain a return option after a lateral pass.","authored-objective-field","position","apply-spatial","n/a","neutral-zone","[{""title"":""Developing Skilled Defencemen — Overview"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/developing-defence-overview-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","true","false","high","Scene binding: The learner job is to maintain a return option after a lateral pass; this directly practices Breakout And Regroup and Passing."
"exp26-u13-007-q10","","","experimental-bank","exp26-u13-007","2","1b0cb5bde0fb5648","e2a469d6a6be329db29b3cfc3ae8dc5dc442f7aebf8fa5b09b73ebf6b15463bf","c3e4e5e960827718","U13","transition-compete","Transition & Compete","breakout-and-regroup","Breakout And Regroup","explicit-scene-binding","Maintain a return option after a lateral pass.","authored-objective-field","explain","analyze","optional-reflection","neutral-zone","[{""title"":""Developing Skilled Defencemen — Overview"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/developing-defence-overview-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to maintain a return option after a lateral pass; this directly practices Breakout And Regroup and Passing."
"exp26-u13-008-q1","","","experimental-bank","exp26-u13-008","2","8014a74f4f5fefd7","0b2d4189e571050a491acd5de45213a91ce3bf03e684a488bc7848d418809932","1193f418e9de5ff6","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Recognize a support lane different from the carrier’s entry route.","authored-objective-field","choice","recall","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","revised-and-rechecked","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a support lane different from the carrier’s entry route; this directly practices Zone Entry and Off Puck Support Offence."
"exp26-u13-008-q2","","","experimental-bank","exp26-u13-008","2","8014a74f4f5fefd7","226f3435b4c780d65c1f7c6d4c346e5fbc2cff466cd48d57bbd7f18d025df11e","1193f418e9de5ff6","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Recognize a support lane different from the carrier’s entry route.","authored-objective-field","multi","apply","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a support lane different from the carrier’s entry route; this directly practices Zone Entry and Off Puck Support Offence."
"exp26-u13-008-q3","","","experimental-bank","exp26-u13-008","2","8014a74f4f5fefd7","4e7f83717fbb31b0773bff4288562ecc50134b45bb2ada70c7feefd319f5c84b","1193f418e9de5ff6","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Recognize a support lane different from the carrier’s entry route.","authored-objective-field","sequence","apply-sequence","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a support lane different from the carrier’s entry route; this directly practices Zone Entry and Off Puck Support Offence."
"exp26-u13-008-q4","","","experimental-bank","exp26-u13-008","2","8014a74f4f5fefd7","da1f110f04cfca61a9664ed0f7e3c07f5bc3779e1838d1e58ac39891ce33e5a6","1193f418e9de5ff6","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Recognize a support lane different from the carrier’s entry route.","authored-objective-field","position","apply-spatial","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a support lane different from the carrier’s entry route; this directly practices Zone Entry and Off Puck Support Offence."
"exp26-u13-008-q5","","","experimental-bank","exp26-u13-008","2","8014a74f4f5fefd7","17abbfa8746fda263329c52a24d2780b588e042b77b00c9586789379a5c0e705","1193f418e9de5ff6","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Recognize a support lane different from the carrier’s entry route.","authored-objective-field","choice","apply","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","revised-and-rechecked","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a support lane different from the carrier’s entry route; this directly practices Zone Entry and Off Puck Support Offence."
"exp26-u13-008-q6","","","experimental-bank","exp26-u13-008","2","8014a74f4f5fefd7","2ff04520d48495307f0e313bb372497bd9223390f301883a24ab29bd95259349","1193f418e9de5ff6","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Recognize a support lane different from the carrier’s entry route.","authored-objective-field","explain","analyze","required","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a support lane different from the carrier’s entry route; this directly practices Zone Entry and Off Puck Support Offence."
"exp26-u13-008-q7","","","experimental-bank","exp26-u13-008","2","8014a74f4f5fefd7","f0aa12626578d93c09e3e9ebd21541f49d0e80ce33117aae76471f9c1f0d9e93","1193f418e9de5ff6","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Recognize a support lane different from the carrier’s entry route.","authored-objective-field","choice","apply","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a support lane different from the carrier’s entry route; this directly practices Zone Entry and Off Puck Support Offence."
"exp26-u13-008-q8","","","experimental-bank","exp26-u13-008","2","8014a74f4f5fefd7","27b1556beb40af804be8b277902a0604cba094d5c7cd688928d18092f8915855","1193f418e9de5ff6","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Recognize a support lane different from the carrier’s entry route.","authored-objective-field","multi","apply","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a support lane different from the carrier’s entry route; this directly practices Zone Entry and Off Puck Support Offence."
"exp26-u13-008-q9","","","experimental-bank","exp26-u13-008","2","8014a74f4f5fefd7","2422950ffecfba76564e8f0e64dfb403458beb1825822a00b77b1bb7515d6d6f","1193f418e9de5ff6","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Recognize a support lane different from the carrier’s entry route.","authored-objective-field","position","apply-spatial","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a support lane different from the carrier’s entry route; this directly practices Zone Entry and Off Puck Support Offence."
"exp26-u13-008-q10","","","experimental-bank","exp26-u13-008","2","8014a74f4f5fefd7","ba23f03606ab0daaca4d6d27d5b19661c09d2ebf46e5a7f94143e73148fbfd82","1193f418e9de5ff6","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Recognize a support lane different from the carrier’s entry route.","authored-objective-field","explain","analyze","optional-reflection","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a support lane different from the carrier’s entry route; this directly practices Zone Entry and Off Puck Support Offence."
"exp26-u13-009-q1","","","experimental-bank","exp26-u13-009","3","ec3864fd0903d53f","9fa69b9e8a585d3a4cb087840b3420c4a019af3e24daeafed94f01039a57bbd8","ade0ea3afd930d2d","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Use timing to remain available when an entry slows.","authored-objective-field","choice","recall","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","revised-and-rechecked","reachable-in-live-app","false","false","high","Scene binding: The learner job is to use timing to remain available when an entry slows; this directly practices Zone Entry and Time And Space."
"exp26-u13-009-q2","","","experimental-bank","exp26-u13-009","3","ec3864fd0903d53f","e1b55469e258fc2b1ac6099307e2a5fb67198d0012a08083998d307e05aeeb89","ade0ea3afd930d2d","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Use timing to remain available when an entry slows.","authored-objective-field","multi","recall","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","independently-reviewed-experimental-repair","reachable-in-live-app","false","false","high","Scene binding: The learner job is to use timing to remain available when an entry slows; this directly practices Zone Entry and Time And Space."
"exp26-u13-009-q3","","","experimental-bank","exp26-u13-009","3","ec3864fd0903d53f","df78e061c333ef05caa265d734adb30e71e7322e8ee3fbba0ac124a6f99062c5","ade0ea3afd930d2d","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Use timing to remain available when an entry slows.","authored-objective-field","sequence","apply-sequence","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to use timing to remain available when an entry slows; this directly practices Zone Entry and Time And Space."
"exp26-u13-009-q4","","","experimental-bank","exp26-u13-009","3","ec3864fd0903d53f","563c9432bbb37e34b575561ebc3e16b1422f76d99dac86ca858a2a185b0b86e9","ade0ea3afd930d2d","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Use timing to remain available when an entry slows.","authored-objective-field","position","apply-spatial","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","revised-and-rechecked","reachable-in-live-app","false","false","high","Scene binding: The learner job is to use timing to remain available when an entry slows; this directly practices Zone Entry and Time And Space."
"exp26-u13-009-q5","","","experimental-bank","exp26-u13-009","3","ec3864fd0903d53f","cda6659a2853d5cccc85a822b2e3463f110d21c06f6732160f85b0a1eedabc1c","ade0ea3afd930d2d","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Use timing to remain available when an entry slows.","authored-objective-field","choice","apply","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","revised-and-rechecked","reachable-in-live-app","false","false","high","Scene binding: The learner job is to use timing to remain available when an entry slows; this directly practices Zone Entry and Time And Space."
"exp26-u13-009-q6","","","experimental-bank","exp26-u13-009","3","ec3864fd0903d53f","87822d4596a206e63eea5597caff037e3454f983beebfab419d08f3ab18521fb","ade0ea3afd930d2d","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Use timing to remain available when an entry slows.","authored-objective-field","explain","analyze","required","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","revised-and-rechecked","reachable-in-live-app","false","false","high","Scene binding: The learner job is to use timing to remain available when an entry slows; this directly practices Zone Entry and Time And Space."
"exp26-u13-009-q7","","","experimental-bank","exp26-u13-009","3","ec3864fd0903d53f","b745c6e30beffedad66a7fd3d2fa0ae7b9e708442bca50cb5ce58870550bfada","ade0ea3afd930d2d","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Use timing to remain available when an entry slows.","authored-objective-field","choice","apply","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to use timing to remain available when an entry slows; this directly practices Zone Entry and Time And Space."
"exp26-u13-009-q8","","","experimental-bank","exp26-u13-009","3","ec3864fd0903d53f","812feea051f495cfe1cf2d8d7c43c04f811a9d12650436eb41bcca457fa3fdad","ade0ea3afd930d2d","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Use timing to remain available when an entry slows.","authored-objective-field","multi","apply","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to use timing to remain available when an entry slows; this directly practices Zone Entry and Time And Space."
"exp26-u13-009-q9","","","experimental-bank","exp26-u13-009","3","ec3864fd0903d53f","acbc334728c8a1777a4f22e7aca096c9cbaeea17d09e4d058f829473bc33e002","ade0ea3afd930d2d","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Use timing to remain available when an entry slows.","authored-objective-field","position","apply-spatial","n/a","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to use timing to remain available when an entry slows; this directly practices Zone Entry and Time And Space."
"exp26-u13-009-q10","","","experimental-bank","exp26-u13-009","3","ec3864fd0903d53f","020c0819eb6ac7447a3f5c19a87f00d315cb1bc9a376c691c3ab602a443be67a","ade0ea3afd930d2d","U13","offensive-play","Offensive Play","zone-entry","Zone Entry","explicit-scene-binding","Use timing to remain available when an entry slows.","authored-objective-field","explain","analyze","optional-reflection","unknown","[{""title"":""U15 / U18 Practice Plan — High Performance Practice 4"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u15-u18-practice-plan-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to use timing to remain available when an entry slows; this directly practices Zone Entry and Time And Space."
"exp26-u13-010-q1","","","experimental-bank","exp26-u13-010","3","b27abef25e27be66","8fa5ba0f695038e2997957b2b9c79d60328cb580ae85a5a7ff6755317e477f6d","29532392f984ca7d","U13","offensive-play","Offensive Play","net-front-play","Net Front Play","explicit-scene-binding","Recognize a receiving or deflection area without prescribing a net battle.","authored-objective-field","choice","recall","n/a","offensive-zone","[{""title"":""U13 Skills — Core Skills"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u13-core-skills-e.pdf""}]","revised-and-rechecked","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a receiving or deflection area without prescribing a net battle; this directly practices Net Front Play and Scanning."
"exp26-u13-010-q2","","","experimental-bank","exp26-u13-010","3","b27abef25e27be66","9c6d621cda94158bb95247c700bd7d51520d83e4be992dcc7d2d9d958b08b019","29532392f984ca7d","U13","offensive-play","Offensive Play","net-front-play","Net Front Play","explicit-scene-binding","Recognize a receiving or deflection area without prescribing a net battle.","authored-objective-field","multi","apply","n/a","offensive-zone","[{""title"":""U13 Skills — Core Skills"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u13-core-skills-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a receiving or deflection area without prescribing a net battle; this directly practices Net Front Play and Scanning."
"exp26-u13-010-q3","","","experimental-bank","exp26-u13-010","3","b27abef25e27be66","85062822e665b485067f017992730b59575b0deb4745d59f6e2fa819e928ad61","29532392f984ca7d","U13","offensive-play","Offensive Play","net-front-play","Net Front Play","explicit-scene-binding","Recognize a receiving or deflection area without prescribing a net battle.","authored-objective-field","sequence","apply-sequence","n/a","offensive-zone","[{""title"":""U13 Skills — Core Skills"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u13-core-skills-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a receiving or deflection area without prescribing a net battle; this directly practices Net Front Play and Scanning."
"exp26-u13-010-q4","","","experimental-bank","exp26-u13-010","3","b27abef25e27be66","8bcc3d5c5a17cfa9b9ce6a648d8d2ae46a2f086ee141f40100fde87bb70e11b8","29532392f984ca7d","U13","offensive-play","Offensive Play","net-front-play","Net Front Play","explicit-scene-binding","Recognize a receiving or deflection area without prescribing a net battle.","authored-objective-field","position","apply-spatial","n/a","offensive-zone","[{""title"":""U13 Skills — Core Skills"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u13-core-skills-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a receiving or deflection area without prescribing a net battle; this directly practices Net Front Play and Scanning."
"exp26-u13-010-q5","","","experimental-bank","exp26-u13-010","3","b27abef25e27be66","704fda5369eb705c4023e3dddb27d95ed8be07505775e9b304698eee605af1b2","29532392f984ca7d","U13","offensive-play","Offensive Play","net-front-play","Net Front Play","explicit-scene-binding","Recognize a receiving or deflection area without prescribing a net battle.","authored-objective-field","choice","apply","n/a","offensive-zone","[{""title"":""U13 Skills — Core Skills"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u13-core-skills-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a receiving or deflection area without prescribing a net battle; this directly practices Net Front Play and Scanning."
"exp26-u13-010-q6","","","experimental-bank","exp26-u13-010","3","b27abef25e27be66","42b26d80df21460b936aeb792d91f0e311aaf17c046842b40266f3ae62e81d94","29532392f984ca7d","U13","offensive-play","Offensive Play","net-front-play","Net Front Play","explicit-scene-binding","Recognize a receiving or deflection area without prescribing a net battle.","authored-objective-field","explain","analyze","required","offensive-zone","[{""title"":""U13 Skills — Core Skills"",""url"":""https://cdn.hockeycanada.ca/hockey-canada/Hockey-Programs/Players/Downloads/2020/u13-core-skills-e.pdf""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: The learner job is to recognize a receiving or deflection area without prescribing a net battle; this directly practices Net Front Play and Scanning."
