"sceneId","questionId","age","topic","family","type","basis","prompt"
"exp26b-u11-020","exp26b-u11-020-q3","U11","Forechecking","forecheck-outlet-read","sequence","coaching","Arrange this forecheck read."
"exp26b-u11-020","exp26b-u11-020-q4","U11","Forechecking","forecheck-outlet-read","position","coaching","Move YOU closer to D1 while continuing to check the D2 outlet."
"exp26b-u11-020","exp26b-u11-020-q5","U11","Forechecking","forecheck-outlet-read","choice","coaching","D1 turns toward the side boards and carries away from D2. What should YOU reassess?"
"exp26b-u11-020","exp26b-u11-020-q6","U11","Forechecking","forecheck-outlet-read","explain","coaching","How do the circle and blue line help explain this forecheck?"
"exp26b-u11-021","exp26b-u11-021-q1","U11","Attacking decisions","two-on-one-carry-read","choice","scene","How many gold skaters, excluding the goalie, defend this picture?"
"exp26b-u11-021","exp26b-u11-021-q2","U11","Attacking decisions","two-on-one-carry-read","multi","coaching","Which two cues belong in the carry-versus-pass read?"
"exp26b-u11-021","exp26b-u11-021-q3","U11","Attacking decisions","two-on-one-carry-read","sequence","coaching","Arrange a carry option when there is usable space."
"exp26b-u11-021","exp26b-u11-021-q4","U11","Attacking decisions","two-on-one-carry-read","position","coaching","Move YOU to a continued-carry point that keeps separation from F2 and D1."
"exp26b-u11-021","exp26b-u11-021-q5","U11","Attacking decisions","two-on-one-carry-read","choice","coaching","D1 moves into your shooting line and F2 becomes clearly reachable. What deserves a new look?"
"exp26b-u11-021","exp26b-u11-021-q6","U11","Attacking decisions","two-on-one-carry-read","explain","coaching","Name one cue for continuing and one for passing across."
"exp26b-u11-022","exp26b-u11-022-q1","U11","Loose-puck support","faceoff-second-support","choice","scene","What is the puck state at this freeze?"
"exp26b-u11-022","exp26b-u11-022-q2","U11","Loose-puck support","faceoff-second-support","multi","coaching","Which two cues should YOU watch?"
"exp26b-u11-022","exp26b-u11-022-q3","U11","Loose-puck support","faceoff-second-support","sequence","coaching","Arrange the after-faceoff read."
"exp26b-u11-022","exp26b-u11-022-q4","U11","Loose-puck support","faceoff-second-support","position","coaching","Move YOU farther from the centre contest while keeping room to react."
"exp26b-u11-022","exp26b-u11-022-q5","U11","Loose-puck support","faceoff-second-support","choice","coaching","Gold C2 gains clean control. What should update first?"
"exp26b-u11-022","exp26b-u11-022-q6","U11","Loose-puck support","faceoff-second-support","explain","coaching","How should uncertain possession change your support call?"
"exp26b-u11-023","exp26b-u11-023-q1","U11","Support","corner-support-separation","choice","scene","Why do YOU have a different first job from F2?"
"exp26b-u11-023","exp26b-u11-023-q2","U11","Support","corner-support-separation","multi","coaching","Which two checks support a slot-side position?"
"exp26b-u11-023","exp26b-u11-023-q3","U11","Support","corner-support-separation","sequence","coaching","Arrange this corner-support response."
"exp26b-u11-023","exp26b-u11-023-q4","U11","Support","corner-support-separation","position","coaching","Move YOU toward the middle to offer a possible outlet for F2."
"exp26b-u11-023","exp26b-u11-023-q5","U11","Support","corner-support-separation","choice","coaching","D1 wins the puck and carries out of the corner. What changes for YOU?"
"exp26b-u11-023","exp26b-u11-023-q6","U11","Support","corner-support-separation","explain","coaching","How can YOU help the retrieval without being closest?"
"exp26b-u11-024","exp26b-u11-024-q1","U11","Rink awareness","neutral-reset-timing","choice","scene","Where are YOU relative to the right blue line in this practice?"
"exp26b-u11-024","exp26b-u11-024-q2","U11","Rink awareness","neutral-reset-timing","multi","coaching","Which two facts determine whether the reset is ready?"
"exp26b-u11-024","exp26b-u11-024-q3","U11","Rink awareness","neutral-reset-timing","sequence","coaching","Arrange the stated reset steps."
"exp26b-u11-024","exp26b-u11-024-q4","U11","Rink awareness","neutral-reset-timing","position","coaching","Move YOU to an example reset point behind the right blue line."
"exp26b-u11-024","exp26b-u11-024-q5","U11","Rink awareness","neutral-reset-timing","choice","coaching","F1 keeps waiting after YOU reset. What is the useful next check?"
"exp26b-u11-024","exp26b-u11-024-q6","U11","Rink awareness","neutral-reset-timing","explain","coaching","What information is still missing before a formal offside decision?"
"exp26b-u11-025","exp26b-u11-025-q1","U11","Practice awareness","stop-signal-reset","choice","scene","What changed the task while the puck stayed loose?"
"exp26b-u11-025","exp26b-u11-025-q2","U11","Practice awareness","stop-signal-reset","multi","coaching","Which actions fit the stop instruction?"
"exp26b-u11-025","exp26b-u11-025-q3","U11","Practice awareness","stop-signal-reset","sequence","coaching","Arrange this stop-and-reset response."
"exp26b-u11-025","exp26b-u11-025-q4","U11","Practice awareness","stop-signal-reset","position","coaching","Move YOU to an open reset point away from the loose-puck contest."
"exp26b-u11-025","exp26b-u11-025-q5","U11","Practice awareness","stop-signal-reset","choice","coaching","The coach restarts with F2 as the puck carrier. What should YOU confirm?"
"exp26b-u11-025","exp26b-u11-025-q6","U11","Practice awareness","stop-signal-reset","explain","coaching","Why can the right decision change even when nobody touches the puck?"
"exp26-u13-001","exp26-u13-001-q1","U13","breakout retrieval","breakout-retrieval","choice","scene","Where is the puck at this freeze?"
"exp26-u13-001","exp26-u13-001-q2","U13","breakout retrieval","breakout-retrieval","multi","coaching","Which two pieces of information help before this pickup?"
"exp26-u13-001","exp26-u13-001-q3","U13","breakout retrieval","breakout-retrieval","sequence","coaching","Order one preparation routine for this rim."
"exp26-u13-001","exp26-u13-001-q4","U13","breakout retrieval","breakout-retrieval","position","coaching","Move YOU toward a pickup position that preserves a view of Gold 1."
"exp26-u13-001","exp26-u13-001-q5","U13","breakout retrieval","breakout-retrieval","choice","coaching","Suppose Gold 1 now reaches the wall first. What deserves a fresh look?"
"exp26-u13-001","exp26-u13-001-q6","U13","breakout retrieval","breakout-retrieval","explain","coaching","What would you look at twice while retrieving this rim?"
"exp26-u13-001","exp26-u13-001-q7","U13","breakout retrieval","breakout-retrieval","choice","coaching","Which new fact would make the planned pickup less certain?"
"exp26-u13-001","exp26-u13-001-q8","U13","breakout retrieval","breakout-retrieval","multi","coaching","Which two words would make the next call useful?"
"exp26-u13-001","exp26-u13-001-q9","U13","breakout retrieval","breakout-retrieval","position","coaching","If YOU gain control at the rim, move W closer along the boards to offer a shorter outlet."
"exp26-u13-001","exp26-u13-001-q10","U13","breakout retrieval","breakout-retrieval","explain","coaching","How would you decide whether to collect or contain at the rim?"
"exp26-u13-002","exp26-u13-002-q1","U13","breakout reverse","breakout-reverse","choice","scene","Which teammate is on the opposite side of the net from YOU?"
"exp26-u13-002","exp26-u13-002-q2","U13","breakout reverse","breakout-reverse","multi","coaching","Select two checks before using the permitted reverse."
"exp26-u13-002","exp26-u13-002-q3","U13","breakout reverse","breakout-reverse","sequence","coaching","Arrange a possible reverse decision."
"exp26-u13-002","exp26-u13-002-q4","U13","breakout reverse","breakout-reverse","position","coaching","Move YOU to an example spot for protecting possession while looking toward D2."
"exp26-u13-002","exp26-u13-002-q5","U13","breakout reverse","breakout-reverse","choice","coaching","If D2 is closely marked before you release, what is sensible?"
"exp26-u13-002","exp26-u13-002-q6","U13","breakout reverse","breakout-reverse","explain","coaching","Why is “the first outlet is closed” insufficient by itself to choose a reverse?"
"exp26-u13-002","exp26-u13-002-q7","U13","breakout reverse","breakout-reverse","choice","scene","What should YOU check with Gold 1 near the route to W?"
"exp26-u13-002","exp26-u13-002-q8","U13","breakout reverse","breakout-reverse","multi","coaching","Which two details should accompany a reverse call?"
"exp26-u13-002","exp26-u13-002-q9","U13","breakout reverse","breakout-reverse","position","coaching","Move YOU toward an example behind-net position to reassess pressure and D2."
"exp26-u13-002","exp26-u13-002-q10","U13","breakout reverse","breakout-reverse","explain","coaching","Why does a closed strong-side outlet permit a reverse without requiring it?"
"exp26-u13-003","exp26-u13-003-q1","U13","wall outlet support","wall-outlet-support","choice","scene","Who currently owns the puck?"
"exp26-u13-003","exp26-u13-003-q2","U13","wall outlet support","wall-outlet-support","multi","coaching","Which two changes might make your support more useful?"
"exp26-u13-003","exp26-u13-003-q3","U13","wall outlet support","wall-outlet-support","sequence","coaching","Arrange a way to reoffer along this wall."
"exp26-u13-003","exp26-u13-003-q4","U13","wall outlet support","wall-outlet-support","position","coaching","Move YOU to a different receiving angle from D1."
"exp26-u13-003","exp26-u13-003-q5","U13","wall outlet support","wall-outlet-support","choice","coaching","If Gold 1 follows your inward move, which response could help?"
"exp26-u13-003","exp26-u13-003-q6","U13","wall outlet support","wall-outlet-support","explain","coaching","How can your movement help D1 even if D1 passes to C?"
"exp26-u13-003","exp26-u13-003-q7","U13","wall outlet support","wall-outlet-support","choice","scene","Which passing route is Gold 1 closest to?"
"exp26-u13-003","exp26-u13-003-q8","U13","wall outlet support","wall-outlet-support","multi","coaching","Which two calls help D1 use your movement?"
"exp26-u13-003","exp26-u13-003-q9","U13","wall outlet support","wall-outlet-support","position","coaching","Move YOU toward the middle to compare a receiving angle from D1."
"exp26-u13-003","exp26-u13-003-q10","U13","wall outlet support","wall-outlet-support","explain","coaching","How can movement help D1 even if the puck goes to C?"
"exp26-u13-004","exp26-u13-004-q1","U13","centre low support","centre-low-support","choice","scene","What support job is explicitly assigned to YOU?"
"exp26-u13-004","exp26-u13-004-q2","U13","centre low support","centre-low-support","multi","coaching","Which two features would suit that outlet?"
"exp26-u13-004","exp26-u13-004-q3","U13","centre low support","centre-low-support","sequence","coaching","Order a support response to W’s pressure."
"exp26-u13-004","exp26-u13-004-q4","U13","centre low support","centre-low-support","position","coaching","Move YOU closer to Navy’s net than W to suggest a short inside option."
"exp26-u13-004","exp26-u13-004-q5","U13","centre low support","centre-low-support","choice","coaching","If W escapes Gold 1 with secure possession, what changes?"
"exp26-u13-004","exp26-u13-004-q6","U13","centre low support","centre-low-support","explain","coaching","What is the difference between supporting W and skating into W’s problem?"
"exp26-u13-004","exp26-u13-004-q7","U13","centre low support","centre-low-support","choice","coaching","Which Navy teammate offers a deeper reset behind YOU if W remains pinned?"
"exp26-u13-004","exp26-u13-004-q8","U13","centre low support","centre-low-support","multi","coaching","Which two cues tell YOU whether to keep the short inside outlet?"
"exp26-u13-004","exp26-u13-004-q9","U13","centre low support","centre-low-support","position","coaching","Move YOU closer to Navy’s net than W and nearer the middle than W."
"exp26-u13-004","exp26-u13-004-q10","U13","centre low support","centre-low-support","explain","coaching","What would make you leave the short-outlet position?"
"exp26-u13-005","exp26-u13-005-q1","U13","defensive partner support","defensive-partner-support","choice","scene","Is the puck currently assigned to either team?"
"exp26-u13-005","exp26-u13-005-q2","U13","defensive partner support","defensive-partner-support","multi","coaching","Choose two reasons to avoid leaving too early."
"exp26-u13-005","exp26-u13-005-q3","U13","defensive partner support","defensive-partner-support","sequence","coaching","Arrange a cautious support read."
"exp26-u13-005","exp26-u13-005-q4","U13","defensive partner support","defensive-partner-support","position","coaching","Move YOU to balance net-side support with a possible outlet angle."
"exp26-u13-005","exp26-u13-005-q5","U13","defensive partner support","defensive-partner-support","choice","coaching","D1 now controls the puck and Gold 1 skates past. What can you reassess?"
"exp26-u13-005","exp26-u13-005-q6","U13","defensive partner support","defensive-partner-support","explain","coaching","What visible sign would tell you this situation has become a breakout opportunity?"
"exp26-u13-005","exp26-u13-005-q7","U13","defensive partner support","defensive-partner-support","choice","scene","What remains unknown at this freeze?"
"exp26-u13-005","exp26-u13-005-q8","U13","defensive partner support","defensive-partner-support","multi","coaching","Which two cues should YOU communicate to D1?"
"exp26-u13-005","exp26-u13-005-q9","U13","defensive partner support","defensive-partner-support","position","coaching","Move YOU nearer the middle while staying closer to Navy’s net than Gold 2."
"exp26-u13-005","exp26-u13-005-q10","U13","defensive partner support","defensive-partner-support","explain","coaching","What visible sign would change your job from partner support to breakout support?"
"exp26-u13-006","exp26-u13-006-q1","U13","neutral zone middle support","neutral-zone-middle-support","choice","scene","Which supporting role does the coach give F2?"
"exp26-u13-006","exp26-u13-006-q2","U13","neutral zone middle support","neutral-zone-middle-support","multi","coaching","What two features could make F2’s option different from F1’s?"
"exp26-u13-006","exp26-u13-006-q3","U13","neutral zone middle support","neutral-zone-middle-support","sequence","coaching","Arrange a possible regroup support routine."
"exp26-u13-006","exp26-u13-006-q4","U13","neutral zone middle support","neutral-zone-middle-support","position","coaching","Move YOU into a deeper middle support example."
"exp26-u13-006","exp26-u13-006-q5","U13","neutral zone middle support","neutral-zone-middle-support","choice","coaching","Gold 1 moves directly onto your new lane. What might you do?"
"exp26-u13-006","exp26-u13-006-q6","U13","neutral zone middle support","neutral-zone-middle-support","explain","coaching","Why can two forwards at similar depth make D1’s options easier to defend?"
"exp26-u13-006","exp26-u13-006-q7","U13","neutral zone middle support","neutral-zone-middle-support","choice","coaching","What could YOU call before moving closer to Navy’s net than F1?"
"exp26-u13-006","exp26-u13-006-q8","U13","neutral zone middle support","neutral-zone-middle-support","multi","coaching","Which two facts make a deeper route useful?"
"exp26-u13-006","exp26-u13-006-q9","U13","neutral zone middle support","neutral-zone-middle-support","position","coaching","Move YOU closer to Navy’s net than F1 and toward the middle."
"exp26-u13-006","exp26-u13-006-q10","U13","neutral zone middle support","neutral-zone-middle-support","explain","coaching","When might different depths give D1 more options?"
"exp26-u13-007","exp26-u13-007-q1","U13","regroup hinge","regroup-hinge","choice","scene","Who has possession after the stated lateral pass?"
"exp26-u13-007","exp26-u13-007-q2","U13","regroup hinge","regroup-hinge","multi","coaching","Pick two useful checks for your next support movement."
"exp26-u13-007","exp26-u13-007-q3","U13","regroup hinge","regroup-hinge","sequence","coaching","Order one follow-up to this D-to-D pass."
"exp26-u13-007","exp26-u13-007-q4","U13","regroup hinge","regroup-hinge","position","coaching","Move YOU closer to Navy’s net than D2 to illustrate a return option."
"exp26-u13-007","exp26-u13-007-q5","U13","regroup hinge","regroup-hinge","choice","coaching","If D2 sends the puck forward with control, what might your next job become?"
"exp26-u13-007","exp26-u13-007-q6","U13","regroup hinge","regroup-hinge","explain","coaching","How is useful staggering different from simply standing far apart?"
"exp26-u13-007","exp26-u13-007-q7","U13","regroup hinge","regroup-hinge","choice","coaching","What should YOU tell D2 as Gold 1 approaches?"
"exp26-u13-007","exp26-u13-007-q8","U13","regroup hinge","regroup-hinge","multi","coaching","Which two facts should shape your follow-up?"
"exp26-u13-007","exp26-u13-007-q9","U13","regroup hinge","regroup-hinge","position","coaching","If Gold 1 angles toward the boards, choose a deeper return target to reassess."
"exp26-u13-007","exp26-u13-007-q10","U13","regroup hinge","regroup-hinge","explain","coaching","How can communicating a planned return angle help D2?"
"exp26-u13-008","exp26-u13-008-q1","U13","wide entry support","wide-entry-support","choice","scene","Which side is F1 using for the entry?"
"exp26-u13-008","exp26-u13-008-q2","U13","wide entry support","wide-entry-support","multi","coaching","Which two details matter before taking the suggested middle route?"
"exp26-u13-008","exp26-u13-008-q3","U13","wide entry support","wide-entry-support","sequence","coaching","Arrange a support read for the wide entry."
"exp26-u13-008","exp26-u13-008-q4","U13","wide entry support","wide-entry-support","position","coaching","Move YOU to illustrate a separate middle support route."
"exp26-u13-008","exp26-u13-008-q5","U13","wide entry support","wide-entry-support","choice","coaching","If Gold 2 steps into that middle route, what could YOU change?"
"exp26-u13-008","exp26-u13-008-q6","U13","wide entry support","wide-entry-support","explain","coaching","Why should F1 and the supporting forward avoid filling exactly the same lane?"
"exp26-u13-008","exp26-u13-008-q7","U13","wide entry support","wide-entry-support","choice","coaching","Which space should YOU offer to complement F1’s wide entry?"
"exp26-u13-008","exp26-u13-008-q8","U13","wide entry support","wide-entry-support","multi","coaching","Which two checks should precede a middle route?"
"exp26-u13-008","exp26-u13-008-q9","U13","wide entry support","wide-entry-support","position","coaching","Move YOU nearer the middle as an early support step, without overtaking F1."
"exp26-u13-008","exp26-u13-008-q10","U13","wide entry support","wide-entry-support","explain","coaching","Why does the far-post route help more than simply avoiding F1’s lane?"
"exp26-u13-009","exp26-u13-009-q1","U13","entry delay timing","entry-delay-timing","choice","scene","What has F1 explicitly done before this freeze?"
"exp26-u13-009","exp26-u13-009-q2","U13","entry delay timing","entry-delay-timing","multi","coaching","Which two reads help you stay available?"
"exp26-u13-009","exp26-u13-009-q3","U13","entry delay timing","entry-delay-timing","sequence","coaching","Order a suggested response to F1’s delay."
"exp26-u13-009","exp26-u13-009-q4","U13","entry delay timing","entry-delay-timing","position","coaching","Move YOU into an example delayed support pocket."
"exp26-u13-009","exp26-u13-009-q5","U13","entry delay timing","entry-delay-timing","choice","coaching","F1 loses control while delaying. What must you reassess first?"
"exp26-u13-009","exp26-u13-009-q6","U13","entry delay timing","entry-delay-timing","explain","coaching","What does “saving ice” mean in this particular scene?"
"exp26-u13-009","exp26-u13-009-q7","U13","entry delay timing","entry-delay-timing","choice","coaching","What useful call can YOU make while F1 protects the puck?"
"exp26-u13-009","exp26-u13-009-q8","U13","entry delay timing","entry-delay-timing","multi","coaching","Which two cues decide whether YOU should arrive now?"
"exp26-u13-009","exp26-u13-009-q9","U13","entry delay timing","entry-delay-timing","position","coaching","Move YOU to a staggered support pocket behind F1’s lane."
"exp26-u13-009","exp26-u13-009-q10","U13","entry delay timing","entry-delay-timing","explain","coaching","What does saving ice mean here, and when would it stop helping?"
"exp26-u13-010","exp26-u13-010-q1","U13","net front recognition","net-front-recognition","choice","scene","Where are YOU compared with the net-front centre?"
"exp26-u13-010","exp26-u13-010-q2","U13","net front recognition","net-front-recognition","multi","coaching","Which two things should you check before presenting near the front?"
"exp26-u13-010","exp26-u13-010-q3","U13","net front recognition","net-front-recognition","sequence","coaching","Arrange a possible preparation for a front-of-net option."
"exp26-u13-010","exp26-u13-010-q4","U13","net front recognition","net-front-recognition","position","coaching","Move YOU to an example receiving position near the front."
"exp26-u13-010","exp26-u13-010-q5","U13","net front recognition","net-front-recognition","choice","coaching","If Gold 1 follows and closes the route, what could help?"
"exp26-u13-010","exp26-u13-010-q6","U13","net front recognition","net-front-recognition","explain","coaching","What should F1 be able to see before trying to involve YOU?"
"exp26-u13-010","exp26-u13-010-q7","U13","net front recognition","net-front-recognition","choice","scene","Why are YOU beside the net rather than already in the slot?"
"exp26-u13-010","exp26-u13-010-q8","U13","net front recognition","net-front-recognition","multi","coaching","Which two details should F1 see before involving YOU?"
"exp26-u13-010","exp26-u13-010-q9","U13","net front recognition","net-front-recognition","position","coaching","Move YOU into a strong-side net-front lane that is not directly behind Gold 1."
"exp26-u13-010","exp26-u13-010-q10","U13","net front recognition","net-front-recognition","explain","coaching","What is the difference between being near the net and being useful near the net?"
"exp26-u13-011","exp26-u13-011-q1","U13","shooting lane","shooting-lane","choice","scene","Who stands on the straight line from YOU toward the net?"
"exp26-u13-011","exp26-u13-011-q2","U13","shooting lane","shooting-lane","multi","coaching","Choose two ways to investigate a different shooting opportunity."
"exp26-u13-011","exp26-u13-011-q3","U13","shooting lane","shooting-lane","sequence","coaching","Order one response to the blocked point lane."
"exp26-u13-011","exp26-u13-011-q4","U13","shooting lane","shooting-lane","position","coaching","Move YOU to compare a lateral shooting angle."
"exp26-u13-011","exp26-u13-011-q5","U13","shooting lane","shooting-lane","choice","coaching","Suppose Gold 1 follows your lateral move. What deserves another look?"
"exp26-u13-011","exp26-u13-011-q6","U13","shooting lane","shooting-lane","explain","coaching","Why does “move sideways” not guarantee a clear shot?"
"exp26-u13-011","exp26-u13-011-q7","U13","shooting lane","shooting-lane","choice","scene","Which teammate can give YOU a lateral puck option if Gold 1 stays in the shooting line?"
"exp26-u13-011","exp26-u13-011-q8","U13","shooting lane","shooting-lane","multi","coaching","Which two changes could alter the shooting picture?"
"exp26-u13-011","exp26-u13-011-q9","U13","shooting lane","shooting-lane","position","coaching","Move YOU to compare another puck angle toward the net."
"exp26-u13-011","exp26-u13-011-q10","U13","shooting lane","shooting-lane","explain","coaching","Why does a blocker make the read about geometry rather than simply shooting harder?"
"exp26-u13-012","exp26-u13-012-q1","U13","give and go support","give-and-go-support","choice","scene","Which player is the new puck carrier?"
"exp26-u13-012","exp26-u13-012-q2","U13","give and go support","give-and-go-support","multi","coaching","Which two reads help before reoffering?"
"exp26-u13-012","exp26-u13-012-q3","U13","give and go support","give-and-go-support","sequence","coaching","Arrange one reoffer routine."
"exp26-u13-012","exp26-u13-012-q4","U13","give and go support","give-and-go-support","position","coaching","Move YOU to illustrate a new inside option for F2."
"exp26-u13-012","exp26-u13-012-q5","U13","give and go support","give-and-go-support","choice","coaching","If Gold 2 moves into your new route, what could you do?"
"exp26-u13-012","exp26-u13-012-q6","U13","give and go support","give-and-go-support","explain","coaching","How can you judge whether your second movement improved the play?"
"exp26-u13-012","exp26-u13-012-q7","U13","give and go support","give-and-go-support","choice","coaching","What can YOU call to make F2 aware of your reoffer?"
"exp26-u13-012","exp26-u13-012-q8","U13","give and go support","give-and-go-support","multi","coaching","Which two cues should drive your second movement?"
"exp26-u13-012","exp26-u13-012-q9","U13","give and go support","give-and-go-support","position","coaching","Move YOU to compare another passing angle for F2."
"exp26-u13-012","exp26-u13-012-q10","U13","give and go support","give-and-go-support","explain","coaching","How can YOU tell a reoffer is helping instead of just following the puck?"
"exp26-u13-013","exp26-u13-013-q1","U13","puck protection","puck-protection","choice","scene","From which side is Gold 1 closest to YOU?"
"exp26-u13-013","exp26-u13-013-q2","U13","puck protection","puck-protection","multi","coaching","Pick two checks before turning with the puck."
"exp26-u13-013","exp26-u13-013-q3","U13","puck protection","puck-protection","sequence","coaching","Order a possible protective read."
"exp26-u13-013","exp26-u13-013-q4","U13","puck protection","puck-protection","position","coaching","Move YOU to illustrate space for a protective reset."
"exp26-u13-013","exp26-u13-013-q5","U13","puck protection","puck-protection","choice","coaching","If F2 becomes clearly available while Gold 1 closes, what might be useful?"
"exp26-u13-013","exp26-u13-013-q6","U13","puck protection","puck-protection","explain","coaching","What next option would make a protective turn useful here?"
"exp26-u13-013","exp26-u13-013-q7","U13","puck protection","puck-protection","choice","scene","Which teammate can become a reachable outlet after the protective turn?"
"exp26-u13-013","exp26-u13-013-q8","U13","puck protection","puck-protection","multi","coaching","Which two cues should precede a protective turn?"
"exp26-u13-013","exp26-u13-013-q9","U13","puck protection","puck-protection","position","coaching","Move YOU closer to the boards to compare a protective reset."
"exp26-u13-013","exp26-u13-013-q10","U13","puck protection","puck-protection","explain","coaching","When does a protective turn become a possession play rather than just avoiding contact?"
"exp26-u13-014","exp26-u13-014-q1","U13","gap control","gap-control","choice","scene","Which player is between the puck carrier and the defending net?"
"exp26-u13-014","exp26-u13-014-q2","U13","gap control","gap-control","multi","coaching","Which two things would you need before deciding how quickly to close?"
"exp26-u13-014","exp26-u13-014-q3","U13","gap control","gap-control","sequence","coaching","Arrange a read before managing this gap."
"exp26-u13-014","exp26-u13-014-q4","U13","gap control","gap-control","position","coaching","Move YOU to another example position between Gold 1 and the net."
"exp26-u13-014","exp26-u13-014-q5","U13","gap control","gap-control","multi","coaching","With C back alongside Gold 1, which two checks help you defend together?"
"exp26-u13-014","exp26-u13-014-q6","U13","gap control","gap-control","explain","coaching","Why is the drawn distance insufficient to prescribe an exact gap?"
"exp26-u13-014","exp26-u13-014-q7","U13","gap control","gap-control","choice","scene","Who is the closest shown defender to Navy’s net?"
"exp26-u13-014","exp26-u13-014-q8","U13","gap control","gap-control","multi","coaching","Which two cues should change your closing distance?"
"exp26-u13-014","exp26-u13-014-q9","U13","gap control","gap-control","position","coaching","Move YOU to compare another net-side position against Gold 1."
"exp26-u13-014","exp26-u13-014-q10","U13","gap control","gap-control","explain","coaching","How does C’s recovery change your job without prescribing a fixed gap?"
"exp26-u13-015","exp26-u13-015-q1","U13","angling recovery","angling-recovery","choice","scene","Where is Gold 1 carrying the puck?"
"exp26-u13-015","exp26-u13-015-q2","U13","angling recovery","angling-recovery","multi","coaching","Which two relationships fit the stated angling goal?"
"exp26-u13-015","exp26-u13-015-q3","U13","angling recovery","angling-recovery","sequence","coaching","Order one angling read from this freeze."
"exp26-u13-015","exp26-u13-015-q4","U13","angling recovery","angling-recovery","position","coaching","Move YOU to compare an inside, net-side approach to Gold 1."
"exp26-u13-015","exp26-u13-015-q5","U13","angling recovery","angling-recovery","choice","coaching","Gold 1 passes inside to Gold 2. What deserves attention now?"
"exp26-u13-015","exp26-u13-015-q6","U13","angling recovery","angling-recovery","explain","coaching","Why can a fast approach be unhelpful if it sends you past Gold 1?"
"exp26-u13-015","exp26-u13-015-q7","U13","angling recovery","angling-recovery","choice","coaching","Which teammate can support behind YOU if Gold 1 turns inside?"
"exp26-u13-015","exp26-u13-015-q8","U13","angling recovery","angling-recovery","multi","coaching","Which two conditions support an inside angle?"
"exp26-u13-015","exp26-u13-015-q9","U13","angling recovery","angling-recovery","position","coaching","Move YOU toward Navy’s net while staying nearer the middle than Gold 1."
"exp26-u13-015","exp26-u13-015-q10","U13","angling recovery","angling-recovery","explain","coaching","Why is the wall the preferred direction in this angle, while still requiring a read?"
"exp26-u13-016","exp26-u13-016-q1","U13","weak side coverage","weak-side-coverage","choice","scene","Which opponent is the assigned off-puck threat?"
"exp26-u13-016","exp26-u13-016-q2","U13","weak side coverage","weak-side-coverage","multi","coaching","Select two things to keep in view."
"exp26-u13-016","exp26-u13-016-q3","U13","weak side coverage","weak-side-coverage","sequence","coaching","Arrange one weak-side checking routine."
"exp26-u13-016","exp26-u13-016-q4","U13","weak side coverage","weak-side-coverage","position","coaching","Move YOU to compare a net-side position near the low slot."
"exp26-u13-016","exp26-u13-016-q5","U13","weak side coverage","weak-side-coverage","choice","coaching","If Gold 2 moves higher into the slot, what should you do?"
"exp26-u13-016","exp26-u13-016-q6","U13","weak side coverage","weak-side-coverage","explain","coaching","Describe a way to check the half wall without forgetting the low-slot threat."
"exp26-u13-016","exp26-u13-016-q7","U13","weak side coverage","weak-side-coverage","choice","coaching","What should YOU call while D1 pressures Gold 1 on the wall?"
"exp26-u13-016","exp26-u13-016-q8","U13","weak side coverage","weak-side-coverage","multi","coaching","Which two checks let YOU support without puck-chasing?"
"exp26-u13-016","exp26-u13-016-q9","U13","weak side coverage","weak-side-coverage","position","coaching","Move YOU to compare a net-side position near Gold 2."
"exp26-u13-016","exp26-u13-016-q10","U13","weak side coverage","weak-side-coverage","explain","coaching","How can you check the puck side without abandoning Gold 2?"
"exp26-u13-017","exp26-u13-017-q1","U13","backcheck recovery","backcheck-recovery","choice","scene","Which attacker is the inside support option?"
"exp26-u13-017","exp26-u13-017-q2","U13","backcheck recovery","backcheck-recovery","multi","coaching","What two reads could make your recovery useful?"
"exp26-u13-017","exp26-u13-017-q3","U13","backcheck recovery","backcheck-recovery","sequence","coaching","Arrange one recovery decision."
"exp26-u13-017","exp26-u13-017-q4","U13","backcheck recovery","backcheck-recovery","position","coaching","Move YOU to illustrate recovery through the middle toward Gold 2."
"exp26-u13-017","exp26-u13-017-q5","U13","backcheck recovery","backcheck-recovery","choice","coaching","If Gold 2 receives the pass before you arrive, what changes?"
"exp26-u13-017","exp26-u13-017-q6","U13","backcheck recovery","backcheck-recovery","explain","coaching","How would you know you are helping D1 rather than duplicating D1’s job?"
"exp26-u13-017","exp26-u13-017-q7","U13","backcheck recovery","backcheck-recovery","choice","scene","Which Navy defender starts closer to the net than Gold 1?"
"exp26-u13-017","exp26-u13-017-q8","U13","backcheck recovery","backcheck-recovery","multi","coaching","Which two facts shape your useful recovery?"
"exp26-u13-017","exp26-u13-017-q9","U13","backcheck recovery","backcheck-recovery","position","coaching","Move YOU to an example middle recovery target closer to Navy’s net than Gold 2."
"exp26-u13-017","exp26-u13-017-q10","U13","backcheck recovery","backcheck-recovery","explain","coaching","How would you know you are helping D1 rather than skating into D1’s job?"
"exp26-u13-018","exp26-u13-018-q1","U13","rebound response","rebound-response","choice","scene","Who controls the rebound in this setup?"
"exp26-u13-018","exp26-u13-018-q2","U13","rebound response","rebound-response","multi","coaching","Which two cues matter before your next action?"
"exp26-u13-018","exp26-u13-018-q3","U13","rebound response","rebound-response","sequence","coaching","Arrange one rebound assessment."
"exp26-u13-018","exp26-u13-018-q4","U13","rebound response","rebound-response","position","coaching","Move YOU nearer the rebound and closer to Navy’s net than Gold 1."
